"Freq [MHz]","re(Zt(Rectangle3_T1,Rectangle3_T1)) []","im(Zt(Rectangle3_T1,Rectangle3_T1)) []"
421.5,79.1863810018416,-118.170446680957
422,79.8459880281465,-116.04220546817
422.5,80.5292914299433,-113.902019513455
423,81.2370557590003,-111.749495871103
423.5,81.9700802519481,-109.584236659044
424,82.7292006346251,-107.405839162675
424.5,83.5152910365162,-105.213895973154
425,84.3292660226818,-103.007995164579
425.5,85.1720827510736,-100.787720514995
426,86.0447432637256,-98.5526517767419
426.5,86.9482969208871,-96.3023650023508
427,87.8838429878438,-94.0364329328869
427.5,88.8525333848426,-91.7544254564966
428,89.8555756112808,-89.4559101458269
428.5,90.8942358561313,-87.1404528840159
429,91.9698423073835,-84.8076185901297
429.5,93.0837886742125,-82.4569720562176
430,94.2375379365144,-80.0880789096201
430.5,95.4326263374673,-77.700506715825
431,96.6706676358474,-75.2938262389954
431.5,97.9533576359453,-72.8676128793979
432,99.2824790141139,-70.421448309278
432.5,100.659906462218,-67.9549223313785
433,102.087612169537,-65.4676349872531
433.5,103.567671666004,-62.9591989458677
434,105.102270051027,-60.4292422067462
434.5,106.693708633539,-57.8774111561478
435,108.344412010301,-55.3033740195573
435.5,110.056935610879,-52.7068247591411
436,111.833973739056,-50.0874874709199
436.5,113.678368141683,-47.4451213432493
437,115.593117137151,-44.7795262459579
437.5,117.581385336581,-42.0905490282257
438,119.646513991572,-39.3780906131326
438.5,121.792032002704,-36.6421139879703
439,124.021667622903,-33.8826532019375
439.5,126.339360889096,-31.0998234970499
440,128.749276814167,-28.2938327140685
440.5,131.255819368798,-25.4649941332928
441,133.863646279121,-22.6137409304003
441.5,136.577684660971,-19.7406424503836
442,139.40314750436,-16.8464225284129
442.5,142.345551012244,-13.9319801153777
443,145.410732785202,-10.9984124983265
443.5,148.604870827332,-8.04704144242765
444,151.934503327976,-5.07944262166095
444.5,155.406549147463,-2.09747875080684
445,159.028328901927,0.896663118413952
445.5,162.807586500614,3.90042961854038
446,166.752510937377,6.91085382507207
446.5,170.871758073937,9.92450210584932
447,175.174472073243,12.9374143414238
447.5,179.670306044036,15.9450367184953
448,184.369441338426,18.9421462153134
448.5,189.282604798813,21.9227658110642
449,194.421083073433,24.8800693624671
449.5,199.796732905288,27.8062750027791
450,205.42198603999,30.692525835284
450.5,211.309847086466,33.5287566206134
451,217.473882291114,36.3035451029061
451.5,223.92819674114,39.0039465944134
452,230.687396985579,41.6153104561221
452.5,237.766535441751,44.1210771921791
453,245.181032229531,46.5025550432036
453.5,252.946569236162,48.7386752501447
454,261.078950253116,50.8057256069427
454.5,269.593919941821,52.6770625787534
455,278.506933182589,54.3228031968479
455.5,287.832865060027,55.7094992297695
456,297.585650375892,56.7997978664941
456.5,307.777840221212,57.5520954400529
457,318.420061886401,57.9201936916015
457.5,329.520367392711,57.8529718565428
458,341.083455410978,57.2940925753425
458.5,353.10975159603,56.1817654040332
459,365.594333812801,54.4485985894655
459.5,378.525691884021,52.0215777641003
460,391.884316995539,48.8222191445938
460.5,405.641124514642,44.7669543120304
461,419.755726548369,39.7678130230762
461.5,434.174587930094,33.7334786466513
462,448.829122164631,26.5707961101582
462.5,463.633812505219,18.1868124349454
463,478.4844774116,8.49142218071025
463.5,493.256837678305,-2.59932896497611
464,507.805581496272,-15.1592631747384
464.5,521.964158597801,-29.2474447253933
465,535.545558182317,-44.903013860391
465.5,548.34432822214,-62.1396751061925
466,560.14006549923,-80.9401390700659
466.5,570.702536399584,-101.250924178208
467,579.798471493414,-122.978019045415
467.5,587.199912443684,-145.983965679347
468,592.69378817842,-170.086924817818
468.5,596.09218116447,-195.062206642331
469,597.242548216941,-220.646581850941
469.5,596.037024659282,-246.545434887552
470,592.419905152747,-272.442508725244
470.5,586.392485688799,-298.011664153314
